NAMES,Code_prelevement,taxon,nom_vernaculaire,family,genus,species,habitat,feeding_mode,trait_tl,body_shape,fin_shape,AR,offspring_size,age_maturity,level_age_maturity,fecundity,length_infinity,growth_coefficient,length_max,age_max,dist_Lm1_Lm2_(L_en_mm),dist_Lm3_Lm4_(l_en_mm),dist_Lm5_Lm6_(h_en_mm),Area_mm2,Vol_mm3,otolith_side,fish_tl_cm,fish_W_g,Sexe,Maturity,Date,Zone,Campagne/ Lieu,resolution_µm,tension_KeV,courant_µA,exposition_ms,filter_alu,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103
22SARDPIL002-0158,22SARDPIL002-0158,Sardina pilchardus,Sardine,Clupeidae,Sardina,pilchardus,pelagic,planktivorous,3.06,fusiform,forked,2.130046606,1.3,1.74000001,spe-ocean,169000,19.5,0.357535654,27,14,2.570688624,1.11526959,0.379950492,4.91349535,0.401345969,droit,17,40,F,NA,44642,NA,NA,10,50,89,80,"alu 0,5",-0.014580088,-0.028091663,0.003700269,0.000829111,0.005518053,-0.009800365,-0.006795919,-0.004170158,-0.005744641,0.009605936,0.003194208,-0.001648998,-0.001920087,-0.000701293,0.001654335,-0.001019203,0.002271991,-0.00672634,-0.003838209,0.002267189,0.003592273,0.003720427,-0.002034521,-0.00173507,-0.000519305,-0.003640066,0.00050087,0.000139503,-0.000878485,-0.002551554,-0.002563554,0.001925723,-0.002208958,0.002052178,-0.000446227,6.72E-05,-0.000279353,0.001019307,-0.00357778,0.000287787,-0.002109377,0.003587219,8.66E-06,0.00274855,-0.000345436,-0.000764463,6.51E-05,-0.000955719,-0.000686653,0.00011094,-0.000398794,-0.001607059,0.000746418,-0.002247772,0.000686898,0.000642536,0.000138545,-0.000681842,0.000202622,0.000632632,0.000315878,-0.000460684,0.001119645,-0.000547632,0.000792526,0.000618133,-0.000214842,0.000102064,-0.000456461,0.000337322,0.000277932,-0.000447364,0.000493246,-0.000880574,-0.000131361,0.000265956,0.000331513,-0.000146534,0.000114299,-0.001171457,0.000507907,-6.79E-05,-9.45E-05,-0.000263603,-5.12E-05,0.000353221,0.000492224,0.000391762,0.000459234,-3.54E-05,3.30E-05,-0.000221665,7.19E-05,-0.000119755,8.40E-05,0.000568359,0.000691495,0.000129795,-0.000360972,-0.000195882,-0.000887803,-0.000112747,-0.000209805
22SOLESOL001-0020,22SOLESOL008-0020,Solea solea,Sole,Soleidae,Solea,solea,benthic,benthivorous,3.21,flat,rounded,1.397862792,1.28,2.943636374,spe-ocean,3.00E+05,35.84838738,0.31314343,60,26.39999962,1.566344199,1.595731637,0.530044373,5.7374284,0.668448,droit,11,15,F,1,44795,NA,NOURSOM22,10,50,89,80,"alu 0,5",0.029911326,0.000939234,0.013604447,0.022790206,0.008165775,0.001104952,-0.005494621,-0.001814562,0.005052917,0.004797172,-0.00678699,0.000455494,0.002317665,-0.001000653,0.000955244,0.001270605,-0.001232591,-0.003181493,8.23E-06,-0.001328649,0.006258594,-0.00523978,0.000139555,0.003044776,-0.002102095,0.000928,0.000741896,-0.002204585,-0.003245647,0.000257012,-0.000124582,-0.003800377,-0.000119981,-0.000189034,-0.002161386,-0.001940166,-0.002264707,-0.000253027,0.001270225,-0.002176036,-0.001000371,-0.000729669,-0.00169404,0.002221118,0.002567078,0.000519359,0.001698583,-0.001046864,0.000255235,0.001169081,-0.002337784,-0.000599299,0.000706307,-0.001539745,-0.001551983,-0.000471242,-0.000682086,0.00010298,0.000560224,0.000101811,-0.000380374,1.51E-05,-0.000123881,0.000859435,-0.00081843,-0.0001296,0.000708958,0.000203813,-0.000290992,-0.000253178,-0.000926834,0.000102912,0.001528754,0.001391767,0.000217609,-0.000110709,-0.000669296,0.000292495,0.000684398,-0.000469462,-2.28E-05,0.000229229,-0.000218193,0.000309644,-0.00036733,-0.000449748,-0.000935906,-0.00017542,-4.67E-05,8.93E-05,0.000350265,-9.91E-05,-0.000164652,0.000175748,9.58E-06,-0.000253365,0.000443424,-7.86E-05,0.000291142,-6.15E-05,0.000346964,-0.00030115,-0.000165568
22SOLESOL001-0029,22SOLEVUL003-0029,Solea solea,Sole,Soleidae,Solea,solea,benthic,benthivorous,3.21,flat,rounded,1.397862792,1.28,2.943636374,spe-ocean,3.00E+05,35.84838738,0.31314343,60,26.39999962,4.371260982,3.958293366,1.069067868,37.49360293,10.196806,droit,24.6,113,M,NA,44840,NA,CGFS22,10,50,89,80,"alu 0,5",0.02817052,0.006338196,0.014695325,0.014978318,0.001278812,-0.005270106,0.00504701,-0.002045151,-0.00674621,0.003317385,0.002888539,-0.006050088,0.006423846,0.005677551,-0.00180266,0.005001208,0.000729732,0.001332456,-0.004710459,0.005271842,0.004556543,-0.005461466,-0.005382755,-0.00213914,0.000836887,0.000434798,7.45E-05,-0.003317499,-0.002744771,0.003609212,-0.000326124,-0.001372067,0.002277306,-0.00155298,0.000512246,0.004289021,-0.000494385,0.001495402,0.001429071,0.000161862,0.001540114,0.000296432,0.000771844,-0.000275525,-0.000857403,0.000792477,-0.002112967,0.000232153,-0.000891658,-0.00094832,0.001388637,-0.000628204,-0.00195651,0.001304014,0.000503961,0.000956949,6.86E-05,0.000559122,-0.000120688,0.000370231,-0.000713054,-0.000892092,0.000230279,0.000337624,0.001229746,0.000907383,-0.000798379,-0.000432062,0.000209691,-0.000531799,0.000636409,-0.000204401,0.000131881,0.000380236,-3.42E-05,0.000953772,0.000161729,0.000670539,-0.000885045,0.000201602,-0.000285864,-0.000100927,7.05E-05,0.00030205,0.000136195,-0.000318608,0.000149274,4.29E-05,0.000715822,-0.000228341,-0.000323959,-0.000207592,-0.00014198,-0.000340521,0.000120685,1.55E-05,1.57E-05,3.60E-05,0.000326682,-0.000264707,-0.000541989,0.000203912,0.000217188
22SOLESOL001-0534,22SOLESOL001-0534,Solea solea,Sole,Soleidae,Solea,solea,benthic,benthivorous,3.21,flat,rounded,1.397862792,1.28,2.943636374,spe-ocean,3.00E+05,35.84838738,0.31314343,60,26.39999962,5.894661594,4.724175214,1.152014999,55.99133981,15.713815,gauche,42,985,F,NA,44893,NA,XLR T4,10,50,89,80,"alu 0,5",0.016572971,0.007672373,0.011371212,0.012242936,-0.002326285,-0.001325599,-0.002314267,-0.009866346,0.007694992,0.008237289,0.00214545,-0.000288137,0.003772259,0.001049757,0.005225067,0.003087861,-0.002260126,0.000770471,-0.000859809,-0.001654331,0.000615128,-0.003978329,0.001336696,-0.00211079,0.001385901,0.000666132,-0.003103597,0.001272805,0.000672215,-0.003575035,0.000807964,0.002148858,0.000572799,-0.000657136,0.000907863,0.000683274,-0.000145782,-0.000482501,-0.000663386,0.002238711,-0.000162168,0.000793232,0.000218898,0.001028587,0.000741927,0.001885989,0.0008087,-0.001572284,-0.000795155,-0.000695184,-0.000199592,7.54E-05,0.00078417,0.002279593,0.001779307,-0.001408162,-0.001522247,0.000802405,-0.000252055,-0.000925781,0.001696009,0.001188361,-0.000586377,0.000552989,0.000462005,-0.001155118,0.001850386,0.000221944,0.000199188,0.000574453,0.000634727,-0.000469426,-0.000760324,-0.000213854,-0.001742027,-0.000563151,-0.000638233,-0.000536477,-0.000335397,0.000830093,0.000701951,-0.000499997,-0.000533843,-0.000874404,0.000387961,0.00122035,0.000355588,-0.000152473,-0.000607457,0.000195612,-0.000246507,-0.000225641,0.000689959,0.000433623,0.0006452,-0.000325194,5.36E-05,2.79E-05,-0.000366736,0.000303919,-0.000216852,0.000164723,0.000220771
22SOLESOL001-0778,22SOLESOL001-0778,Solea solea,Sole,Soleidae,Solea,solea,benthic,benthivorous,3.21,flat,rounded,1.397862792,1.28,2.943636374,spe-ocean,3.00E+05,35.84838738,0.31314343,60,26.39999962,6.654100194,5.223829502,1.264004152,68.41813207,21.725446,droit,51,1525,F,NA,44725,NA,XLR T2,10,50,89,80,"alu 0,5",0.017277789,0.011332103,0.00174567,0.001789548,-0.004607642,0.002772044,0.000415816,-0.006494194,0.006776901,0.00537971,0.002263781,-0.002705284,-0.003215834,-0.000968371,0.005088281,0.002019158,0.000930476,0.005433896,0.003568251,-6.66E-05,0.001538997,-0.002630106,0.001373107,-0.001656101,0.001897794,-0.0019523,0.003061619,-0.000679792,0.000638972,-0.001048794,0.001326551,-0.00208037,-0.00152449,0.001376804,-0.002226553,-0.002624823,0.001462253,-0.000384787,-0.002024529,-0.003125576,0.001817733,-0.000556616,0.000241103,0.000711027,-0.001621539,0.002117189,-0.00159851,-0.002252493,0.000178272,-0.000810569,0.003780689,-0.000840958,0.000383418,-0.00051507,-0.000273234,8.87E-05,0.00025955,-0.00131005,-0.001090062,-0.000638038,-0.000553444,0.000280842,-0.000223742,-0.000282817,-0.000848352,0.00082397,-0.000925997,0.000304743,0.000391977,-0.000140199,-0.000306588,5.69E-05,0.00047473,-0.002026246,-0.000408714,0.000112879,0.001070303,-0.000428359,0.000128398,0.001038221,0.000322223,-0.000126802,0.000132663,0.000289681,2.99E-06,-5.41E-05,-0.000724363,0.000207603,-6.04E-05,-8.66E-05,0.000468892,0.000385764,-0.000662082,0.000141483,-0.001064294,0.000277063,0.000295952,4.05E-06,-0.000468557,-0.000470092,0.000226556,-0.000425288,0.000197585
22SOLEVUL003-0042,22SOLEVUL003-0042,Solea solea,Sole,Soleidae,Solea,solea,benthic,benthivorous,3.21,flat,rounded,1.397862792,1.28,2.943636374,spe-ocean,3.00E+05,35.84838738,0.31314343,60,26.39999962,2.623793497,2.452950499,0.831570586,12.7446461,2.56436,droit,20.4,71,M,NA,44840,NA,CGFS22,10,55,80,80,"alu 0,5",0.030466933,0.014444112,0.000812321,-0.01709324,0.006607544,-0.00234734,0.001481771,-0.004818043,0.004235382,-0.004376114,0.004848241,0.002863099,-0.003107448,-0.005592565,-0.001299853,-0.004485372,-0.001872113,0.000410568,-0.004867304,0.001531376,0.001011852,-0.0024141,-0.003309044,-0.000562865,-0.001896997,-0.001401297,-0.001526499,-0.000154133,-0.001407995,0.001924213,-0.000795201,-0.002348213,0.001026332,-0.000443232,-3.52E-05,-0.00352413,0.002167549,0.004181239,-0.002067785,0.004472522,0.003488745,0.000796287,-0.00017797,-0.000365068,7.89E-05,-9.24E-05,0.001061297,-0.001471203,0.000494075,4.98E-05,-0.000121904,0.000148514,-0.000508367,-6.41E-05,-0.000357874,-0.000278531,0.00036553,-0.001711262,0.000782024,0.00092657,0.000597372,-0.000133958,-0.002014629,0.000661213,0.001040894,-0.000915817,0.000579296,0.001362834,1.68E-05,-1.27E-05,-0.001136864,-0.00107505,0.000206916,0.000220142,0.000668048,-9.89E-06,0.000623098,-0.00013055,-0.000167363,-0.000108563,-0.000223652,0.00030649,0.000379933,0.000183467,-0.000505627,2.93E-05,0.000107318,0.000421538,0.000639733,0.000576957,-0.000429329,-0.000131225,0.000301247,0.000485963,0.000322434,0.00034647,-0.000235944,0.000132711,3.07E-05,-4.77E-05,0.000278492,-2.41E-05,-0.000340986
22SPRASPR001-0103_l,22SPRASPR001-0103,Sprattus sprattus,Sprat,Clupeidae,Sprattus,sprattus,pelagic,planktivorous,3.01,fusiform,forked,1.58155036,1.1,2,spe-ocean,14630,15.05999985,0.595018239,13.6,6,1.945027943,1.283294145,0.450268091,4.121409871,0.338174125,gauche,14,18,M,NA,44586,NA,IBTS22,10,55,80,80,"alu 0,5",0.006135707,-0.006289281,-0.000868833,-0.014687841,0.003440498,-0.002638018,-0.006400513,-0.007489749,-0.002940312,-0.004433978,0.001671794,-0.001801316,-0.00316015,0.003738787,-0.000647703,-0.001282199,-0.000798838,-0.001864783,-0.000465015,-0.000698212,0.001936043,-0.003448317,-0.000194933,0.002967353,0.001133591,0.001778561,0.001793508,-0.000801417,-8.38E-05,-0.002314298,0.000567449,0.003260928,0.003008192,-0.004501059,-0.001921593,-0.000634342,0.000430878,0.000591767,0.002462236,-0.0008783,0.000902522,0.001128463,-0.000444536,0.000397782,-0.003709866,0.001996187,-0.002376504,-0.000172675,0.001759124,0.00071606,-0.000727739,-0.000209403,0.000932023,-0.000830019,0.000129758,-0.000300921,0.000649386,-0.000826662,0.001164122,-0.000133639,0.001184744,-0.001499642,0.000170373,0.000400857,-0.001244904,-0.00032798,-0.000136312,-0.00111224,0.00031301,0.000338253,-0.000442908,0.000661961,-0.000325739,0.000201635,-0.000837281,-0.001511411,-0.000953552,0.000818599,-0.000280138,-0.000389824,-0.000162601,-6.75E-05,-9.90E-05,0.000745736,0.000197864,-0.000625988,0.000666457,0.000235175,-0.000360646,-0.000917168,0.00059169,0.000595239,0.000992494,7.46E-05,0.000262087,0.000573824,5.52E-05,0.00010391,-0.000265904,0.000482348,5.63E-05,-0.000492843,-3.11E-05
22SPRASPR001-0218_l,22SPRASPR001-0218,Sprattus sprattus,Sprat,Clupeidae,Sprattus,sprattus,pelagic,planktivorous,3.01,fusiform,forked,1.58155036,1.1,2,spe-ocean,14630,15.05999985,0.595018239,13.6,6,1.65686323,0.938144764,0.290379369,2.633318341,0.183498688,droit,12.1,10,M,NA,44593,NA,IBTS22,10,60,70,80,"alu 0,5",0.007566464,-0.009458347,-0.003238067,-0.001680082,0.002804219,-0.003099491,-0.00560225,-0.008050962,0.002517799,0.000743579,-0.001688305,0.004830484,-0.002166376,0.00121137,0.001678677,-0.000146986,0.00590223,-0.000641476,-0.001585663,-0.002485245,0.000962879,-0.002203702,-0.002889127,0.00065852,0.003817804,0.001667174,0.001135208,0.003336357,0.003339526,-0.000865635,0.001519446,-0.000283064,-0.000186909,0.003109081,-0.000779902,-0.000601152,-0.000116293,0.000394118,0.000472631,-0.000255686,-0.001112337,-0.000180166,-0.000256999,-0.001248878,0.002616548,-0.001240938,-0.000622531,-0.000453878,-0.00172054,0.000580754,0.002240468,0.001284876,0.000613059,0.00166979,0.000583349,0.001933799,0.000897265,-0.000435073,-0.001902016,0.001699337,-0.001187553,0.000620001,-0.001108065,0.000519029,0.001538021,-0.001295463,0.000381133,-1.18E-05,-0.000995801,0.000162251,0.000901391,0.001115899,-0.000260046,0.000618734,0.000226281,-0.000768285,0.000133158,0.000506503,-0.000453067,-0.000579423,0.000142735,0.000337889,-7.42E-05,0.001650248,-0.000659933,-0.001182966,-0.000179199,-0.00076058,-0.000248533,-0.0005551,0.000442354,-6.31E-05,0.000817062,-0.000392985,8.98E-05,0.00031732,0.000322349,-0.000514597,0.000239201,0.000373517,-0.000148255,0.000215445,-7.07E-05
22SPRASPR001-0345_l,22SPRASPR001-0345,Sprattus sprattus,Sprat,Clupeidae,Sprattus,sprattus,pelagic,planktivorous,3.01,fusiform,forked,1.58155036,1.1,2,spe-ocean,14630,15.05999985,0.595018239,13.6,6,0.944817718,0.654208574,0.214148073,1.099473111,0.060092672,gauche,5.1,1,UNK,NA,44598,NA,IBTS22,10,60,70,80,"alu 0,5",0.014001432,-0.009592757,0.002153766,-0.01199259,0.007853292,-0.002748413,-0.0053865,0.000662416,0.00496345,-0.007866714,-0.001231709,-0.002174061,0.003151516,-0.001102926,-0.004168843,0.001722438,-0.000686917,-0.006444286,-0.001628589,-0.001169012,0.000704653,-0.003100219,0.000113965,0.001491692,-0.004150754,0.003439122,-0.001369954,3.72E-05,-0.001209279,-0.001193887,0.000305255,0.00080445,-0.002501923,0.001409607,-0.000577669,0.001033207,-0.001711156,-5.39E-05,-0.000621323,-0.003008579,-0.000527467,0.001117519,-0.001123779,-0.001521569,-0.001846473,-0.000872136,0.001382913,-0.001698269,0.000467461,-0.001307279,0.000407499,0.003032292,7.91E-05,0.000686766,-0.000230583,0.000628032,0.000573976,-0.000740782,-0.001205137,-0.001960736,-0.000411845,-0.000843405,0.001274711,0.001303945,0.000549039,-0.000354024,0.000316857,-0.000184984,-0.000670665,-0.001604844,0.001030112,-5.55E-05,0.0007008,0.000514247,-0.000447802,2.54E-05,0.001473189,-0.000674035,-0.000261303,0.001317355,6.41E-05,-0.000675056,0.001040419,-0.000863863,-0.000222494,0.000355487,0.000398051,0.000478547,0.000360508,0.000254912,0.000185601,7.41E-06,-0.000139769,-0.00047698,-0.000202081,-0.000140556,-0.000726873,0.000413021,-0.000343664,0.000293927,5.18E-05,0.000112511,-0.0001124
22SPRASPR001-0356_l,22SPRASPR001-0356,Sprattus sprattus,Sprat,Clupeidae,Sprattus,sprattus,pelagic,planktivorous,3.01,fusiform,forked,1.58155036,1.1,2,spe-ocean,14630,15.05999985,0.595018239,13.6,6,1.242178264,0.811475719,0.278224876,1.663969253,0.102361875,droit,6.9,2,M,NA,44599,NA,IBTS22,10,60,70,80,"alu 0,5",0.010831912,-0.011043416,0.000776965,-0.007109494,0.004884579,-0.002279209,-0.007007323,-0.003380426,6.40E-05,-0.009111693,-0.002239704,0.002087374,0.004464974,3.64E-05,-0.002681994,0.000655134,0.000469315,-0.002417611,0.003062849,-0.001387494,-0.000468084,-0.004587866,0.001521012,0.001186641,0.000790785,-0.000147389,-2.90E-05,0.000904197,0.000726594,0.002178007,9.84E-05,0.002240976,-6.40E-05,-0.000405523,-0.00279417,0.000512831,-0.000177488,0.000573512,0.001540357,0.002169438,-0.000514096,-0.000140504,0.002529441,-0.000886232,0.001734458,0.000218997,0.000830396,-0.000374996,0.000859348,-6.67E-05,9.10E-05,-0.000797715,0.001112675,0.001115454,-0.001024063,0.000838033,-0.000508055,-0.00044424,0.000611474,0.000657297,-0.002452929,0.000462426,6.03E-05,-0.000412196,-0.002286843,0.001213245,0.000363562,0.000481862,0.00125216,0.000135108,-0.000202147,-0.001107226,-0.000895504,-0.000693836,0.001387174,0.000224255,-0.00015814,-0.001141398,-0.000198026,0.000146827,0.001294866,-0.000763423,-0.001451915,3.35E-06,0.000428517,0.000965746,1.66E-05,0.000207227,0.000416487,-0.000490583,0.000304127,-0.001063228,-0.000103706,-0.000472006,-0.000320475,0.000735634,0.000368197,0.000546082,0.000188203,-0.00062802,-0.000468731,0.000289286,0.000388901
22SPRASPR001-0381_l,22SPRASPR001-0381,Sprattus sprattus,Sprat,Clupeidae,Sprattus,sprattus,pelagic,planktivorous,3.01,fusiform,forked,1.58155036,1.1,2,spe-ocean,14630,15.05999985,0.595018239,13.6,6,1.462318162,0.879351782,0.298062173,2.110445478,0.143876203,gauche,9.7,6,F,NA,44600,NA,IBTS22,10,54,76,80,"alu 0,5",0.005956678,-0.010999563,-0.002216509,-0.001900036,0.002317637,-0.004564871,-0.003864522,-0.003485063,-0.004617826,-0.001377459,0.000788768,-0.001196139,0.00081126,-0.001298215,-0.002722821,-0.001340364,0.001580964,-0.002517663,-0.001354854,-0.001353667,-0.000494946,-0.000361927,0.000406838,-0.003434588,-0.002479017,0.003462947,0.001911555,-0.000233066,0.000427132,0.000413479,0.00048046,0.000907327,0.00115823,0.001375171,-0.000249354,-4.81E-05,-0.000128322,0.002725177,-0.000312319,-0.00043262,0.001468134,-0.001406089,0.000536881,-0.000466075,0.000102209,-0.000195698,-0.00327628,-0.00036409,-0.000276199,-0.00117051,-0.000323663,-0.000111703,0.00132166,0.001392281,-0.00078348,0.000336049,-0.000748779,0.000243055,0.000224734,0.001742874,0.000557418,0.001001402,0.001025146,-0.001479263,0.000254575,0.000778436,0.001953124,-0.000259716,-0.000680229,0.000849497,0.001032342,-0.000166105,-7.17E-05,-0.000271377,-0.000127578,0.000467458,-0.000906995,-0.000702096,0.001683004,-0.000432738,-0.001774231,-0.000487628,0.001311565,-0.000951492,0.001052145,0.000470794,-0.000876728,0.00032329,-0.000312808,0.000277446,0.000382404,-0.000157999,-0.000614282,0.000590483,-0.000286437,-0.000131118,0.000353702,-0.000834518,0.000678266,0.000201732,0.000950681,-0.000484097,6.68E-05
22TRISLUS001-0035,22TRISLUS001-0035,Trisopterus luscus,Tacaud commun,Gadidae,Trisopterus,luscus,demersal,generalist,3.566666667,fusiform,truncate,0.876987815,1.1,1.5,spe-ocean,521738,46.39999962,0.473190425,46,6,8.911628135,3.604333549,2.283912001,71.35716043,36.9658,droit,20,96,M,NA,44864,8B,EVHOE22,10,56,75,75,"alu 0,5",-0.01386448,0.017222123,-0.0047411,0.009416624,0.008292027,-0.012247787,-0.004525722,-0.002322647,0.008507292,-0.00433894,0.003029188,0.001038416,-0.001568545,-0.004416191,-0.002716377,-0.002233731,0.004262933,0.003950684,0.00034624,9.47E-06,5.91E-05,0.002342956,0.001050969,-0.000893927,-0.000901329,0.001497216,0.001594518,-0.000108709,-0.003651416,-0.000880843,0.000224326,-0.000551568,-0.000926026,-5.78E-05,-1.06E-05,0.001941057,0.001243464,-0.001787139,-0.001896607,-0.000751405,-0.000860359,0.000815223,0.000728756,0.000146164,0.000881988,0.000670053,0.000457403,-0.001396038,-0.001613654,0.001176738,9.85E-05,0.001469838,0.000570613,0.000733155,-0.000204076,-0.000183124,0.000331033,-8.92E-05,-0.000622771,-0.000430258,-0.000599723,-0.002728853,-0.001029353,-0.001186995,0.000122399,0.00188533,-0.001310113,-3.23E-05,-0.000393916,0.000835214,-0.00129701,0.000201123,-0.00191491,0.00118402,-5.47E-05,-0.00076396,0.000325907,0.001099162,0.001118975,-0.000421103,-0.001141175,-0.000561564,-0.000164828,-0.000265166,0.001060975,0.000346189,0.000281672,0.000335295,-8.33E-05,-0.000610333,-0.000226099,-0.000296814,0.000498063,0.000398842,0.00036637,-0.0005893,0.000157489,0.000658323,0.000211385,-0.000170966,7.08E-05,0.000292424,0.000290696
22TRISLUS001-0087,22TRISLUS001-0087,Trisopterus luscus,Tacaud commun,Gadidae,Trisopterus,luscus,demersal,generalist,3.566666667,fusiform,truncate,0.876987815,1.1,1.5,spe-ocean,521738,46.39999962,0.473190425,46,6,7.759234405,3.362135069,1.919214602,63.9675115,23.445286,droit,15.6,36,M,NA,44866,8B,EVHOE22,10,56,75,75,"alu 0,5",-0.014496764,0.031775347,-0.01445854,-0.000663363,0.001643577,-0.01898993,0.000354112,-0.006052949,-0.000471529,-0.008525806,-0.003470281,-0.000249984,0.00048838,0.007211048,0.00221047,0.003891626,-0.003627906,0.000562733,-0.003927304,-0.007478655,0.004968354,0.003215069,0.002779419,0.006474832,0.002436063,-0.003041779,0.000988817,0.002334314,-0.002205927,0.001013489,-0.000537201,0.001473948,6.16E-05,0.001788037,0.002596841,-8.50E-05,-0.001853343,0.002614943,-0.002959537,-0.001170107,-0.000445938,-0.001918812,0.002034109,0.000531564,-0.000223894,-0.000960498,-0.000676527,0.000523644,0.000616871,9.39E-05,-0.000711457,-0.001035163,-0.001232741,0.00112778,0.000206039,-0.001557238,-0.000398772,-0.000229679,-0.000129856,-1.75E-05,7.87E-05,-0.000446762,0.000748359,-3.89E-05,-0.00020159,-0.000501028,1.21E-05,0.000440719,0.000134913,-0.000506725,0.000403525,0.000305352,0.000532415,-8.21E-05,0.000125602,0.000469257,-0.000247747,-0.000141369,0.000343726,0.00031435,0.000119829,0.000776642,-7.98E-05,0.000241018,0.000131861,-7.30E-05,0.000164241,0.000101181,-8.40E-06,6.55E-05,-7.25E-06,0.000151613,-7.35E-06,-4.05E-05,-0.000252951,0.000133625,0.000124456,-0.000324309,-0.000166911,-8.09E-05,-0.000124946,0.000113775,7.43E-05
22TRISLUS001-0111,22TRISLUS001-0111,Trisopterus luscus,Tacaud commun,Gadidae,Trisopterus,luscus,demersal,generalist,3.566666667,fusiform,truncate,0.876987815,1.1,1.5,spe-ocean,521738,46.39999962,0.473190425,46,6,10.03770847,4.521371528,3.1221991,108.6228745,70.217928,gauche,25,189,M,NA,44866,8B,EVHOE22,10,50,75,95,"alu 0,5",-0.007398198,0.023852246,-0.004118816,0.009504103,0.009151721,-0.016126208,-0.007868252,1.28E-05,0.006452576,-0.005572195,0.002448894,0.001610649,-0.002095842,-0.000672823,-0.003254742,0.000848669,8.29E-05,0.00308288,0.000316428,0.003943774,-0.003251333,0.002968787,0.000729398,-0.002851275,-0.002184709,-0.001362875,-0.000240343,-0.001271893,0.004135601,0.001203408,-0.002081319,-0.000954309,-2.10E-05,0.002937788,-0.002270141,0.001100949,-0.000589665,-0.002281378,0.001798986,0.002523669,-0.000914747,0.000611645,-0.002196997,-0.000390047,-0.002452831,0.000638739,-0.001195566,0.000391267,0.002791019,0.000463263,0.001248835,-0.000974295,0.000959228,-0.000580611,-0.001125476,0.000185527,2.99E-05,0.001180082,0.000292889,-0.00140297,0.000694235,0.00102011,0.00099255,0.000915692,0.000557502,0.000198901,0.000992555,0.001588475,-0.000696521,-0.000926414,0.00111798,2.90E-05,0.000581315,0.000434159,0.000274746,-0.000530787,-0.000675125,0.000488023,-0.000145875,-0.000412456,0.000543818,0.000229643,-0.000454014,0.000268026,0.000261405,-0.000226351,-0.000325489,-0.00041188,0.000703719,5.55E-05,0.000603152,-0.000134874,-0.000125174,0.000498574,0.000114977,-1.05E-05,8.00E-05,-0.000367545,0.000116536,8.76E-05,-0.000380242,5.16E-05,0.000116456
22TRISLUS001-0129,22TRISLUS001-0129,Trisopterus luscus,Tacaud commun,Gadidae,Trisopterus,luscus,demersal,generalist,3.566666667,fusiform,truncate,0.876987815,1.1,1.5,spe-ocean,521738,46.39999962,0.473190425,46,6,12.27964209,5.621201986,3.647622873,149.5412201,111.8597783,gauche,32,422,F,NA,44871,8B,EVHOE22,10,58,70,80,"alu 0,5",-0.009169507,0.01643317,-0.006164872,0.002039597,0.009529548,-0.011644172,-0.008570419,0.004850557,0.008973113,-0.001600078,0.006717363,-0.001834444,0.002025285,0.002016188,-0.001794461,-0.000395692,0.000871534,-0.006824278,0.004295772,0.004306867,-0.004073634,-0.002827152,-0.001535326,-0.002239593,-0.002192367,0.000237685,0.001914246,-0.000559406,0.001532697,-0.002355741,0.00085031,-0.002595773,-0.000695497,0.001280637,0.00271138,-7.89E-05,0.001499175,0.000747281,0.00073243,-0.000207252,-0.00041076,-0.000215439,0.000967928,0.001090383,0.001268521,-0.000686055,-0.001247074,0.002429143,-0.000928174,0.001872102,-0.001846396,-0.000409752,-0.000255154,0.000415199,0.001169099,-0.000206719,0.00059199,-0.000558447,0.000445007,0.000530919,-0.000966825,0.000390561,-0.000624586,0.001275567,-0.000158365,-0.00129275,-0.000257607,-0.001559111,0.000949731,0.000138176,-0.001552142,-0.000120843,0.000167424,-0.001695013,-0.000671103,0.000905753,-0.000506228,0.000199958,-0.000609751,0.000352921,0.000578746,-1.76E-05,0.000815578,-0.000644808,8.78E-05,-6.52E-05,0.000618536,-0.000384589,-0.00019535,-0.000596733,0.000386176,0.000211227,-0.000328744,-0.000798251,-0.000442909,-0.000263926,-2.39E-05,-0.000240085,-0.000182186,-0.000136644,0.000251952,-0.00030314,-0.00017509
